hour;dk1;dk2;ee;fi;lt;lv;no;se
14 - 15;0.147631579;0.041;0.146666667;0.315493013;0.086666667;0.13;0.1325944;0.209151622
15 - 16;0.136315789;0.041;0.11;0.315623572;0.09;0.1;0.129841304;0.212208122
16 - 17;0.124210526;0.032;0.08;0.272296806;0.136666667;0.09;0.12085633;0.206358464
17 - 18;0.122368421;0.037;0.063333333;0.275421906;0.136666667;0.08;0.111002999;0.173640575
18 - 19;0.127894737;0.053;0.066666667;0.283246836;0.116666667;0.07;0.112282917;0.155954015
19 - 20;0.117631579;0.061;0.04;0.262208803;0.093333333;0.06;0.102820445;0.129829757
20 - 21;0.125263158;0.065;0.016666667;0.265410666;0.09;0.03;0.106535293;0.129342722
21 - 22;0.126842105;0.078;0.003333333;0.28439527;0.09;0.01;0.123704204;0.166270507
22 - 23;0.119736842;0.112;0.003333333;0.301235036;0.056666667;0.01;0.139659466;0.187241554
23 - 00;0.115526316;0.125;0;0.341667216;0.043333333;0.02;0.149036888;0.20658435
00 - 01;0.104210526;0.141;0;0.348568755;0.05;0.02;0.153422125;0.21505585
01 - 02;0.098947368;0.147;0.003333333;0.294487148;0.036666667;0.01;0.157747954;0.227296494
02 - 03;0.093947368;0.157;0.006666667;0.276316402;0.036666667;0;0.164623885;0.242924286
03 - 04;0.092894737;0.142;0.003333333;0.26306013;0.05;0;0.161852201;0.250661867
04 - 05;0.103421053;0.166;0.003333333;0.211197464;0.04;0.01;0.171038701;0.24369505
05 - 06;0.122631579;0.211;0;0.196747849;0.04;0;0.189969031;0.236275513
06 - 07;0.131315789;0.182;0;0.16771942;0.023333333;0.01;0.172798818;0.205080666
07 - 08;0.137631579;0.179;0;0.146542705;0.016666667;0;0.168257316;0.18814037
08 - 09;0.199473684;0.156;0;0.145600379;0.016666667;0;0.192484408;0.221979539
09 - 10;0.232894737;0.181;0;0.166712917;0.023333333;0.01;0.222259764;0.252884555
10 - 11;0.223157895;0.271;0.01;0.196346961;0.046666667;0.01;0.263414084;0.296084357
11 - 12;0.223157895;0.371;0.016666667;0.240209741;0.07;0.02;0.29487505;0.290467255
12 - 13;0.226578947;0.505;0.02;0.258397609;0.093333333;0.02;0.3388931;0.285100354
13 - 14;0.219736842;0.611;0.046666667;0.287230843;0.096666667;0.02;0.372457031;0.286634252
14 - 15;0.222368421;0.625;0.043333333;0.294687642;0.113333333;0.02;0.373659277;0.27360941
15 - 16;0.246578947;0.625;0.073333333;0.268911905;0.136666667;0.02;0.378631079;0.264314288
16 - 17;0.262368421;0.62;0.093333333;0.236974961;0.103333333;0.03;0.373190078;0.237201814
17 - 18;0.270263158;0.606;0.076666667;0.23021469;0.093333333;0.03;0.368394736;0.228921049
18 - 19;0.273421053;0.495;0.066666667;0.243248793;0.073333333;0.02;0.321200981;0.19518189
19 - 20;0.286578947;0.455;0.066666667;0.218806592;0.05;0.02;0.303913087;0.170160314
20 - 21;0.352894737;0.44;0.073333333;0.206076718;0.036666667;0.02;0.312772078;0.145421498
21 - 22;0.38;0.427;0.073333333;0.170855589;0.023333333;0.02;0.3176699;0.1460097
22 - 23;0.353157895;0.388;0.07;0.138261938;0.013333333;0.01;0.297692608;0.151919928
23 - 00;0.399736842;0.392;0.083333333;0.111941418;0.016666667;0.01;0.318459008;0.163640181
00 - 01;0.397105263;0.404;0.076666667;0.100381461;0.013333333;0.01;0.327411012;0.181127772
01 - 02;0.395;0.321;0.06;0.083030621;0.016666667;0.01;0.299552321;0.182656964
02 - 03;0.401052632;0.244;0.056666667;0.067227457;0.033333333;0.01;0.274046083;0.177085619
03 - 04;0.410263158;0.217;0.036666667;0.052658931;0.066666667;0.02;0.266343361;0.171766926
04 - 05;0.39;0.234;0.036666667;0.036985926;0.056666667;0.02;0.261523255;0.160569764
05 - 06;0.378157895;0.256;0.033333333;0.02355472;0.06;0.03;0.25932215;0.143808557
06 - 07;0.381315789;0.284;0.023333333;0.010358;0.053333333;0.01;0.261944592;0.120517986
07 - 08;0.390263158;0.262;0.03;0.00773214;0.02;0.02;0.2558649;0.115331543
08 - 09;0.408947368;0.229;0.053333333;0.008152233;0.026666667;0.03;0.251909965;0.117782526
09 - 10;0.436315789;0.223;0.08;0.009845224;0.03;0.03;0.260664778;0.122678544
10 - 11;0.460789474;0.256;0.12;0.009756973;0.033333333;0.04;0.277108557;0.114536198
11 - 12;0.451315789;0.201;0.116666667;0.014216634;0.05;0.05;0.254251664;0.110439202
12 - 13;0.447105263;0.25;0.116666667;0.021094289;0.066666667;0.05;0.267338705;0.104910851
13 - 14;0.453157895;0.281;0.116666667;0.022353832;0.08;0.03;0.281614815;0.110686551
14 - 15;0.446842105;0.244;0.116666667;0.016810925;0.116666667;0.03;0.270949834;0.122007396
15 - 16;0.445;0.236;0.086666667;0.013608363;0.103333333;0.04;0.268993195;0.125979584
16 - 17;0.444736842;0.312;0.076666667;0.028469545;0.113333333;0.03;0.294229009;0.125950184
17 - 18;0.429736842;0.388;0.046666667;0.026671242;0.076666667;0.01;0.314408456;0.125488525
18 - 19;0.393421053;0.371;0.026666667;0.024673045;0.066666667;0;0.293762728;0.116867132
19 - 20;0.358421053;0.326;0.03;0.021462377;0.063333333;0;0.26873961;0.121797779
20 - 21;0.296842105;0.32;0.056666667;0.032761394;0.07;0;0.249783752;0.13250915
21 - 22;0.242631579;0.327;0.043333333;0.047157818;0.076666667;0.01;0.236847594;0.140911203
22 - 23;0.185526316;0.34;0.033333333;0.047353543;0.08;0.01;0.223825034;0.145948785
23 - 00;0.158421053;0.277;0.013333333;0.064477842;0.093333333;0.01;0.199901021;0.164282011
00 - 01;0.144210526;0.189;0.006666667;0.084298387;0.1;0.01;0.169358541;0.174865095
01 - 02;0.126578947;0.135;0.023333333;0.089523167;0.116666667;0;0.148804173;0.18483357
02 - 03;0.101052632;0.108;0.046666667;0.110762167;0.14;0;0.127676663;0.173977357
03 - 04;0.080789474;0.075;0.06;0.140357482;0.14;0.01;0.101415557;0.148457198
04 - 05;0.066315789;0.063;0.053333333;0.147537829;0.146666667;0.02;0.088829565;0.137172904
05 - 06;0.056842105;0.044;0.06;0.1425914;0.126666667;0.02;0.071186113;0.112716235
06 - 07;0.046842105;0.029;0.043333333;0.143356268;0.04;0;0.04996021;0.074038525
07 - 08;0.037631579;0.01;0.036666667;0.147006305;0.036666667;0;0.030994581;0.045352164
08 - 09;0.025;0.006;0.033333333;0.143066349;0.053333333;0.01;0.021246527;0.032739581
09 - 10;0.015526316;0.004;0.04;0.149021706;0.11;0.03;0.015767735;0.02777689
10 - 11;0.009736842;0.003;0.046666667;0.149035149;0.146666667;0.07;0.012554032;0.024925254
11 - 12;0.006842105;0.009;0.046666667;0.145856662;0.2;0.12;0.014250454;0.026909256
12 - 13;0.007368421;0.015;0.073333333;0.130391591;0.23;0.15;0.017907573;0.031354299
13 - 14;0.007894737;0.028;0.076666667;0.111197254;0.22;0.14;0.023175688;0.033632328
14 - 15;0.008684211;0.028;0.09;0.091955694;0.24;0.14;0.025033959;0.038417666
15 - 16;0.009473684;0.027;0.096666667;0.073819334;0.243333333;0.17;0.024528212;0.037110951
16 - 17;0.011315789;0.031;0.1;0.067016338;0.266666667;0.18;0.024229772;0.030373525
17 - 18;0.012631579;0.019;0.1;0.060148553;0.28;0.15;0.019341693;0.026393499
18 - 19;0.012631579;0.012;0.09;0.050609189;0.253333333;0.12;0.015958242;0.023243148
19 - 20;0.014210526;0.006;0.07;0.042525727;0.236666667;0.09;0.016099352;0.02808753
20 - 21;0.014473684;0.006;0.076666667;0.045126551;0.213333333;0.09;0.022140113;0.045946654
21 - 22;0.014210526;0.009;0.12;0.058523808;0.153333333;0.11;0.034233586;0.079490233
22 - 23;0.014473684;0.012;0.206666667;0.073517406;0.19;0.16;0.040394946;0.094711153
23 - 00;0.014210526;0.01;0.346666667;0.078348074;0.193333333;0.15;0.042439107;0.103106794
00 - 01;0.011578947;0.01;0.36;0.069057622;0.2;0.12;0.043776677;0.109751083
01 - 02;0.010789474;0.012;0.33;0.068010949;0.19;0.13;0.045855709;0.114777652
02 - 03;0.010789474;0.012;0.346666667;0.075422632;0.18;0.15;0.045412335;0.11344753
03 - 04;0.012368421;0.011;0.383333333;0.08517324;0.16;0.15;0.042256951;0.103402431
04 - 05;0.012631579;0.01;0.376666667;0.083667087;0.143333333;0.16;0.038545059;0.093003598
05 - 06;0.010526316;0.008;0.37;0.063745437;0.12;0.13;0.03195655;0.077343335
06 - 07;0.006578947;0.007;0.353333333;0.037385922;0.113333333;0.13;0.023156915;0.055891796
07 - 08;0.009210526;0.004;0.363333333;0.030494472;0.093333333;0.14;0.021771122;0.05210284
08 - 09;0.008684211;0.003;0.373333333;0.045722549;0.08;0.15;0.024971377;0.063229921
09 - 10;0.006578947;0.003;0.37;0.051122331;0.076666667;0.21;0.027393054;0.072600215
10 - 11;0.006315789;0.004;0.396666667;0.058106793;0.07;0.29;0.031695798;0.084771604
11 - 12;0.01;0.006;0.43;0.064041892;0.076666667;0.2;0.037789875;0.097369625
12 - 13;0.016315789;0.008;0.396666667;0.07277444;0.066666667;0.13;0.044846389;0.110223379
13 - 14;0.025526316;0.01;0.346666667;0.074677146;0.07;0.13;0.051881999;0.12011968
14 - 15;0.026842105;0.018;0.32;0.068544298;0.07;0.12;0.056940479;0.125979331
15 - 16;0.031578947;0.018;0.333333333;0.060679462;0.06;0.1;0.058821934;0.126886853
16 - 17;0.038421053;0.021;0.326666667;0.05507102;0.06;0.08;0.059489353;0.119047006
17 - 18;0.044210526;0.022;0.363333333;0.054044067;0.05;0.08;0.062166198;0.120288067
18 - 19;0.043421053;0.018;0.326666667;0.059316803;0.05;0.06;0.059735499;0.117785445
19 - 20;0.053421053;0.012;0.306666667;0.062303728;0.06;0.07;0.061561111;0.119262279
20 - 21;0.046842105;0.007;0.276666667;0.074938499;0.066666667;0.04;0.068045069;0.1502931
21 - 22;0.045789474;0.006;0.276666667;0.088567892;0.06;0.04;0.08087672;0.190840688
22 - 23;0.045;0.019;0.3;0.163849211;0.056666667;0.03;0.090757462;0.208272385
23 - 00;0.067105263;0.015;0.31;0.222050327;0.076666667;0.03;0.095422166;0.204161234
00 - 01;0.057894737;0.017;0.283333333;0.250186063;0.086666667;0.02;0.09024331;0.195835194
01 - 02;0.017105263;0.017;0.303333333;0.245336404;0.093333333;0.02;0.071342758;0.17992301
02 - 03;0.027631579;0.013;0.296666667;0.228414906;0.076666667;0.01;0.06805024;0.163519142
03 - 04;0.079736842;0.007;0.293333333;0.221085084;0.076666667;0.02;0.079093588;0.150543923
04 - 05;0.069210526;0.012;0.29;0.208015842;0.083333333;0.02;0.069899605;0.128488287
05 - 06;0.056052632;0.019;0.293333333;0.114506765;0.066666667;0.03;0.059221184;0.102610919
06 - 07;0.039736842;0.024;0.263333333;0.059647221;0.056666667;0.04;0.044244937;0.068997968
07 - 08;0.035526316;0.027;0.176666667;0.053843981;0.02;0.05;0.042329931;0.064463476
08 - 09;0.051315789;0.031;0.15;0.078682096;0.013333333;0.03;0.051729435;0.072872516
09 - 10;0.067368421;0.046;0.143333333;0.081492411;0.023333333;0.02;0.067726438;0.089810893
10 - 11;0.072631579;0.05;0.106666667;0.068947735;0.026666667;0.02;0.072271112;0.094181756
11 - 12;0.073684211;0.055;0.066666667;0.056090989;0.026666667;0.04;0.072072055;0.087531955
12 - 13;0.059736842;0.073;0.046666667;0.059782095;0.036666667;0.04;0.071401231;0.08146685
13 - 14;0.049473684;0.094;0.023333333;0.07006523;0.04;0.05;0.075653152;0.083485772
14 - 15;0.044210526;0.103;0.016666667;0.074708027;0.03;0.06;0.075382876;0.078938101
15 - 16;0.043684211;0.102;0.033333333;0.074527339;0.03;0.06;0.074265519;0.077112347
16 - 17;0.036315789;0.071;0.03;0.063057224;0.033333333;0.04;0.062198792;0.079280587
17 - 18;0.033421053;0.051;0.04;0.067246632;0.056666667;0.04;0.056966263;0.086477737
18 - 19;0.029210526;0.031;0.036666667;0.065219188;0.05;0.02;0.05031125;0.090723224
19 - 20;0.019473684;0.022;0.053333333;0.06944268;0.033333333;0;0.044504491;0.092039788
20 - 21;0.010263158;0.008;0.043333333;0.070474773;0.023333333;0;0.041167803;0.105240251
21 - 22;0.006052632;0.006;0.073333333;0.074909452;0.043333333;0;0.041509734;0.112476571
22 - 23;0.004473684;0.004;0.12;0.105456369;0.053333333;0;0.038745713;0.107763456
23 - 00;0.006578947;0.004;0.106666667;0.129225445;0.046666667;0;0.035989187;0.097388615
00 - 01;0.008947368;0.003;0.116666667;0.172913161;0.056666667;0;0.031876082;0.083680878
01 - 02;0.016315789;0.003;0.133333333;0.19363408;0.066666667;0.01;0.030005689;0.070701279
02 - 03;0.023157895;0.004;0.116666667;0.189988669;0.08;0.03;0.031181803;0.066387513
03 - 04;0.022894737;0.003;0.096666667;0.108591007;0.08;0.05;0.029156256;0.061574031
04 - 05;0.018947368;0.003;0.076666667;0.062729571;0.076666667;0.09;0.026471776;0.057467961
05 - 06;0.016842105;0.003;0.056666667;0.043596407;0.073333333;0.08;0.02437931;0.053295823
06 - 07;0.016578947;0.003;0.036666667;0.028191618;0.063333333;0.06;0.02377256;0.051738733
07 - 08;0.025526316;0.003;0.013333333;0.021715661;0.036666667;0;0.027319999;0.053433681
08 - 09;0.022105263;0.005;0.013333333;0.023281836;0.033333333;0.04;0.028810878;0.059327372
09 - 10;0.026578947;0.011;0.04;0.027127187;0.023333333;0.02;0.035130164;0.067811546
10 - 11;0.039210526;0.026;0.08;0.030468708;0.023333333;0.03;0.046487597;0.074252266
11 - 12;0.047368421;0.039;0.086666667;0.036263329;0.016666667;0.03;0.056192219;0.082208235
12 - 13;0.058947368;0.05;0.09;0.045543987;0.03;0.03;0.065295888;0.086940296
13 - 14;0.076315789;0.069;0.083333333;0.043456099;0.023333333;0.02;0.075913421;0.082424473
14 - 15;0.095526316;0.102;0.053333333;0.045105912;0.026666667;0.01;0.092740168;0.080694189
15 - 16;0.142368421;0.141;0.043333333;0.030340088;0.02;0.01;0.123748044;0.087875711
16 - 17;0.195263158;0.161;0.073333333;0.025286825;0.01;0.01;0.148560275;0.089417667
17 - 18;0.252368421;0.204;0.056666667;0.019774958;0.006666667;0.01;0.180189122;0.084198944
18 - 19;0.289736842;0.219;0.056666667;0.01708132;0.016666667;0.05;0.197594351;0.08404621
19 - 20;0.315789474;0.219;0.106666667;0.00895656;0.073333333;0.04;0.205140313;0.080631464
20 - 21;0.309473684;0.172;0.193333333;0.009589233;0.09;0.05;0.190326219;0.089504972
21 - 22;0.276578947;0.176;0.316666667;0.015905877;0.096666667;0.05;0.185016226;0.102469731
22 - 23;0.301315789;0.153;0.386666667;0.033283788;0.073333333;0.06;0.187846236;0.109222918
23 - 00;0.264473684;0.14;0.393333333;0.041738748;0.106666667;0.16;0.171341097;0.109549605
00 - 01;0.223947368;0.168;0.453333333;0.053921687;0.073333333;0.15;0.163934863;0.099857221
01 - 02;0.222894737;0.185;0.49;0.060219006;0.086666667;0.04;0.168755699;0.09837236
02 - 03;0.203421053;0.179;0.47;0.076410551;0.08;0.06;0.163598176;0.108373475
03 - 04;0.200263158;0.175;0.403333333;0.095068932;0.063333333;0.01;0.16056605;0.106434992
04 - 05;0.199736842;0.167;0.306666667;0.096572054;0.063333333;0.02;0.157222481;0.1049306
05 - 06;0.203947368;0.149;0.226666667;0.0883053;0.036666667;0.03;0.150938472;0.099868049
06 - 07;0.191842105;0.143;0.143333333;0.066266784;0.02;0.01;0.145758323;0.102432865
07 - 08;0.195;0.152;0.113333333;0.05858646;0.01;0.02;0.150882109;0.105646326
08 - 09;0.206842105;0.139;0.086666667;0.056328348;0.013333333;0.01;0.153301;0.114060895
09 - 10;0.207368421;0.097;0.09;0.069646179;0.02;0.01;0.14006415;0.115824029
10 - 11;0.181842105;0.089;0.123333333;0.063110292;0.023333333;0.01;0.123188795;0.098724279
11 - 12;0.21;0.08;0.13;0.074008539;0.016666667;0.02;0.130502217;0.10150665
12 - 13;0.233421053;0.281;0.18;0.103278295;0.01;0.03;0.213536489;0.126188415
13 - 14;0.244210526;0.489;0.163333333;0.114559145;0.016666667;0.01;0.290490794;0.138261856
14 - 15;0.298157895;0.358;0.13;0.13007155;0.026666667;0.01;0.26444718;0.137183647
15 - 16;0.335526316;0.165;0.12;0.0848183;0.03;0.01;0.221603771;0.164284998
16 - 17;0.280526316;0.222;0.116666667;0.056134676;0.026666667;0.01;0.225916954;0.175224545
17 - 18;0.251578947;0.24;0.056666667;0.062344139;0.016666667;0;0.222719288;0.176578918
18 - 19;0.212894737;0.171;0.033333333;0.053240428;0.02;0;0.181569163;0.160812753
19 - 20;0.182631579;0.197;0.006666667;0.065667634;0.03;0;0.181770169;0.165678928
20 - 21;0.113421053;0.253;0.013333333;0.065950253;0.03;0;0.177831643;0.167073876
21 - 22;0.086052632;0.211;0.023333333;0.074789528;0.043333333;0;0.160102738;0.183255583
22 - 23;0.119210526;0.14;0.036666667;0.092978684;0.063333333;0;0.14812023;0.185150164
23 - 00;0.155526316;0.336;0.033333333;0.149379096;0.08;0;0.225163695;0.183964768
00 - 01;0.179736842;0.414;0.033333333;0.187902897;0.08;0;0.25643787;0.175576768
01 - 02;0.173684211;0.506;0.03;0.197795417;0.086666667;0;0.278589099;0.156083085
02 - 03;0.115526316;0.536;0.013333333;0.192553176;0.073333333;0;0.261387544;0.132636315
03 - 04;0.144473684;0.503;0.04;0.186973086;0.043333333;0;0.254702411;0.11663355
04 - 05;0.185263158;0.412;0.043333333;0.137710093;0.02;0.01;0.235701221;0.109840505
05 - 06;0.192105263;0.354;0.03;0.102612466;0.003333333;0.01;0.213041921;0.093020499
06 - 07;0.203157895;0.359;0.026666667;0.06870475;0;0;0.209400658;0.06604408
07 - 08;0.208947368;0.355;0.023333333;0.03623458;0.006666667;0;0.21114829;0.069497501
08 - 09;0.248157895;0.38;0.006666667;0.016573838;0.01;0;0.238720997;0.088005095
09 - 10;0.289210526;0.445;0.013333333;0.010265596;0.053333333;0;0.277527066;0.098370671
10 - 11;0.331315789;0.419;0.01;0.009746351;0.086666667;0.01;0.287747108;0.112925536
11 - 12;0.340263158;0.417;0.026666667;0.016935965;0.093333333;0.03;0.295845051;0.130271995
12 - 13;0.328947368;0.389;0.023333333;0.015698347;0.133333333;0.05;0.288268836;0.14685914
13 - 14;0.318157895;0.344;0.02;0.036752985;0.113333333;0.02;0.272469381;0.155250249
14 - 15;0.331578947;0.347;0.01;0.051885035;0.073333333;0.02;0.277062692;0.152609127
15 - 16;0.328421053;0.252;0.02;0.044729029;0.05;0.03;0.24159272;0.144357107
16 - 17;0.307105263;0.164;0.003333333;0.036206694;0.046666667;0.02;0.205315807;0.144842159
17 - 18;0.271842105;0.139;0.003333333;0.041406357;0.03;0.01;0.179486332;0.12761689
18 - 19;0.234473684;0.118;0.016666667;0.034006106;0.03;0.01;0.157811144;0.120959749
19 - 20;0.210789474;0.088;0.01;0.026058351;0.013333333;0.01;0.139202454;0.118817888
20 - 21;0.187631579;0.06;0;0.02356405;0.01;0.01;0.123039724;0.121487594
21 - 22;0.155789474;0.049;0.003333333;0.018219507;0.016666667;0.01;0.11279388;0.133592166
22 - 23;0.131842105;0.033;0.006666667;0.025359499;0.013333333;0.03;0.098504438;0.13067121
23 - 00;0.123157895;0.03;0.01;0.018523589;0.01;0.03;0.092414239;0.124084823
00 - 01;0.121842105;0.031;0.02;0.027553302;0.013333333;0.03;0.092295094;0.124043176
01 - 02;0.103684211;0.028;0.033333333;0.033200029;0.02;0.02;0.07759214;0.101092209
02 - 03;0.095526316;0.026;0.07;0.044790707;0.023333333;0.03;0.069017767;0.085526986
03 - 04;0.085789474;0.024;0.093333333;0.034560863;0.026666667;0.04;0.060723634;0.072381427
04 - 05;0.083421053;0.021;0.153333333;0.028135895;0.02;0.03;0.055678721;0.062615111
05 - 06;0.069210526;0.014;0.116666667;0.02140426;0.013333333;0.02;0.045033326;0.051889451
06 - 07;0.053684211;0.01;0.066666667;0.006306561;0.013333333;0.01;0.034660963;0.040298678
07 - 08;0.036578947;0.01;0.036666667;0.006327566;0.006666667;0;0.027863811;0.037012485
08 - 09;0.031052632;0.006;0.033333333;0.005907465;0.01;0;0.026041953;0.041073227
09 - 10;0.021842105;0.006;0.033333333;0.003575903;0.016666667;0.01;0.024780486;0.046499352
10 - 11;0.012105263;0.012;0.033333333;0.008827169;0.03;0.02;0.026244008;0.05462676
11 - 12;0.005789474;0.009;0.04;0.031549471;0.043333333;0.03;0.027354977;0.067275458
12 - 13;0.004736842;0.011;0.033333333;0.03755862;0.06;0.06;0.032010668;0.080295161
13 - 14;0.006052632;0.011;0.053333333;0.042307424;0.073333333;0.09;0.036646874;0.09288799
14 - 15;0.006578947;0.01;0.066666667;0.053748291;0.08;0.09;0.0384741;0.098843354
15 - 16;0.008421053;0.011;0.066666667;0.053197042;0.083333333;0.07;0.040983618;0.103529802
16 - 17;0.009736842;0.011;0.036666667;0.055463381;0.086666667;0.05;0.041013464;0.102303549
17 - 18;0.012368421;0.01;0.016666667;0.056762514;0.106666667;0.06;0.036790766;0.088003876
18 - 19;0.013684211;0.009;0.02;0.045249219;0.11;0.03;0.040807454;0.099738153
19 - 20;0.014473684;0.01;0.02;0.051629748;0.103333333;0.03;0.037600779;0.088328652
20 - 21;0.023421053;0.007;0.046666667;0.0535268;0.153333333;0.08;0.042078743;0.095815177
