hour;dk1;dk2;ee;fi;lt;lv;no;se
11 - 12;0.021578947;0.025;0.016666667;0.284035072;0.35;0.09;0.082556072;0.20108927
12 - 13;0.037105263;0.027;0.043333333;0.368884358;0.336666667;0.09;0.09482602;0.220372797
13 - 14;0.053157895;0.041;0.066666667;0.434542318;0.32;0.08;0.105580061;0.222582289
14 - 15;0.068947368;0.043;0.056666667;0.411044023;0.293333333;0.07;0.106545217;0.207688283
15 - 16;0.058947368;0.041;0.07;0.406470591;0.316666667;0.07;0.100040846;0.20017517
16 - 17;0.038421053;0.044;0.126666667;0.422666097;0.34;0.07;0.088221271;0.18224276
17 - 18;0.025263158;0.046;0.123333333;0.411402959;0.326666667;0.07;0.075084549;0.153990489
18 - 19;0.019210526;0.056;0.09;0.345870975;0.25;0.06;0.07462644;0.148668792
19 - 20;0.008947368;0.062;0.09;0.294899897;0.213333333;0.05;0.069884796;0.13870702
20 - 21;0.006052632;0.056;0.073333333;0.270811532;0.25;0.07;0.066242578;0.136675103
21 - 22;0.003684211;0.043;0.086666667;0.290119875;0.28;0.09;0.067145756;0.154753058
22 - 23;0.009473684;0.051;0.09;0.314323617;0.286666667;0.14;0.072794484;0.157909767
23 - 00;0.010263158;0.03;0.083333333;0.312455934;0.29;0.17;0.064219285;0.152394697
00 - 01;0.008684211;0.024;0.09;0.247355359;0.256666667;0.13;0.061356436;0.151385098
01 - 02;0.007894737;0.035;0.093333333;0.216791241;0.26;0.13;0.065777431;0.154437556
02 - 03;0.006842105;0.058;0.106666667;0.240718849;0.276666667;0.14;0.073767525;0.156460469
03 - 04;0.006315789;0.076;0.093333333;0.232850942;0.22;0.18;0.081225454;0.161360573
04 - 05;0.008157895;0.107;0.073333333;0.213158633;0.253333333;0.15;0.095621901;0.171707809
05 - 06;0.007894737;0.13;0.07;0.160643453;0.276666667;0.14;0.100067519;0.162307821
06 - 07;0.010789474;0.112;0.06;0.089423096;0.123333333;0.1;0.083930204;0.129001139
07 - 08;0.012368421;0.086;0.056666667;0.056129926;0.136666667;0.06;0.065615568;0.098478282
08 - 09;0.023684211;0.082;0.043333333;0.060217134;0.116666667;0.08;0.068027525;0.098398366
09 - 10;0.037894737;0.093;0.076666667;0.048306562;0.083333333;0.09;0.080282798;0.109953656
10 - 11;0.046052632;0.092;0.12;0.053421865;0.043333333;0.05;0.084218878;0.114604003
11 - 12;0.043157895;0.075;0.156666667;0.041262129;0.036666667;0.05;0.085083909;0.137093833
12 - 13;0.043421053;0.069;0.136666667;0.032131921;0.03;0.06;0.089011001;0.154611951
13 - 14;0.049736842;0.054;0.126666667;0.042931679;0.05;0.03;0.084530407;0.14985438
14 - 15;0.075263158;0.052;0.163333333;0.045190154;0.086666667;0.04;0.091463893;0.147128523
15 - 16;0.106052632;0.079;0.14;0.037221936;0.08;0.07;0.108645025;0.140882444
16 - 17;0.135;0.104;0.126666667;0.03373118;0.076666667;0.07;0.123731248;0.132193743
17 - 18;0.14;0.135;0.14;0.029916575;0.07;0.04;0.13192227;0.120766811
18 - 19;0.143947368;0.126;0.116666667;0.029906819;0.043333333;0.01;0.126582624;0.109800505
19 - 20;0.122105263;0.081;0.1;0.030427797;0.026666667;0.01;0.104052214;0.109051378
20 - 21;0.132631579;0.056;0.07;0.045739144;0.016666667;0.03;0.109284563;0.13922211
21 - 22;0.116052632;0.048;0.063333333;0.063838918;0.02;0.03;0.107235291;0.157653242
22 - 23;0.108947368;0.046;0.086666667;0.086902305;0.01;0.01;0.10496113;0.15993602
23 - 00;0.080263158;0.034;0.063333333;0.103633635;0.003333333;0;0.089223932;0.153408639
00 - 01;0.044736842;0.051;0.056666667;0.090174237;0.003333333;0.01;0.081862464;0.149850549
01 - 02;0.040263158;0.043;0.073333333;0.086176427;0;0.03;0.073945815;0.138574287
02 - 03;0.047894737;0.029;0.046666667;0.083827522;0;0.03;0.066737429;0.123317549
03 - 04;0.049736842;0.023;0.046666667;0.100368307;0;0.02;0.061725877;0.112440788
04 - 05;0.045;0.043;0.046666667;0.130669009;0;0.01;0.065992145;0.109976434
05 - 06;0.039736842;0.045;0.073333333;0.102801813;0.006666667;0.02;0.058858155;0.091837623
06 - 07;0.042631579;0.045;0.066666667;0.052123868;0.04;0.05;0.053133901;0.071770125
07 - 08;0.051842105;0.056;0.09;0.013638391;0.053333333;0.07;0.055887574;0.059820616
08 - 09;0.061052632;0.049;0.096666667;0.004572033;0.016666667;0.04;0.050761963;0.042233256
09 - 10;0.066578947;0.038;0.143333333;0.010838959;0.02;0.01;0.047947826;0.039264531
10 - 11;0.083947368;0.062;0.24;0.025000677;0.026666667;0.01;0.062146464;0.040492023
11 - 12;0.095526316;0.06;0.226666667;0.063476365;0.043333333;0.04;0.065869461;0.042082067
12 - 13;0.096842105;0.088;0.31;0.063086374;0.073333333;0.06;0.076579423;0.044896164
13 - 14;0.072105263;0.108;0.33;0.062832244;0.12;0.1;0.077535323;0.052500705
14 - 15;0.052105263;0.119;0.366666667;0.075484081;0.16;0.11;0.077533559;0.061495415
15 - 16;0.035263158;0.107;0.37;0.071621977;0.153333333;0.04;0.069850888;0.067289506
16 - 17;0.018684211;0.075;0.41;0.065297668;0.13;0.03;0.051468253;0.06072055
17 - 18;0.009473684;0.042;0.303333333;0.069387949;0.116666667;0.04;0.035799123;0.055923684
18 - 19;0.007368421;0.026;0.12;0.058704288;0.093333333;0.03;0.032390416;0.063802826
19 - 20;0.004210526;0.019;0.13;0.098716053;0.066666667;0.01;0.028579481;0.062527917
20 - 21;0.010789474;0.014;0.13;0.133268773;0.063333333;0.01;0.027549509;0.057859052
21 - 22;0.012368421;0.016;0.113333333;0.167608268;0.06;0;0.028336928;0.056642363
22 - 23;0.018421053;0.011;0.05;0.159526911;0.076666667;0.01;0.027244951;0.052313802
23 - 00;0.025789474;0.01;0.05;0.155697185;0.063333333;0.02;0.027741611;0.04743536
00 - 01;0.023947368;0.01;0.03;0.144768933;0.053333333;0.03;0.029306448;0.053971976
01 - 02;0.016842105;0.007;0.086666667;0.185649066;0.066666667;0.09;0.025899577;0.053856626
02 - 03;0.015789474;0.007;0.073333333;0.209653649;0.046666667;0.08;0.025793464;0.054590918
03 - 04;0.016578947;0.006;0.05;0.182370998;0.02;0.02;0.026334802;0.05642546
04 - 05;0.019736842;0.005;0.026666667;0.168336728;0.003333333;0.01;0.025937794;0.053076541
05 - 06;0.020263158;0.006;0.026666667;0.192524415;0.003333333;0;0.02853852;0.059352401
06 - 07;0.017894737;0.021;0.026666667;0.252976371;0.003333333;0;0.034261526;0.063889841
07 - 08;0.013157895;0.017;0.03;0.316522068;0;0;0.030826294;0.062320987
08 - 09;0.012894737;0.007;0.013333333;0.334652961;0;0;0.029572227;0.068821943
09 - 10;0.017368421;0.008;0;0.321610458;0;0;0.034567399;0.078333776
10 - 11;0.022631579;0.019;0.006666667;0.317112895;0.006666667;0;0.037341265;0.070392216
11 - 12;0.029473684;0.043;0.023333333;0.332632774;0.013333333;0;0.04319109;0.057099585
12 - 13;0.041052632;0.07;0.033333333;0.359449649;0.016666667;0;0.057907626;0.062670247
13 - 14;0.047368421;0.07;0.073333333;0.387497548;0.02;0;0.060365413;0.063727819
14 - 15;0.056315789;0.074;0.103333333;0.374779118;0.023333333;0;0.064341208;0.062707834
15 - 16;0.059210526;0.079;0.096666667;0.374868677;0.013333333;0;0.068178457;0.066324844
16 - 17;0.059473684;0.087;0.116666667;0.370414214;0.016666667;0;0.069455972;0.061894231
17 - 18;0.067631579;0.085;0.076666667;0.367602443;0.003333333;0;0.067830569;0.050860128
18 - 19;0.085263158;0.084;0.06;0.358310502;0.003333333;0;0.069647459;0.039679218
19 - 20;0.100526316;0.082;0.09;0.316679876;0.003333333;0;0.070378874;0.028610305
20 - 21;0.113421053;0.081;0.073333333;0.276149748;0.003333333;0;0.078821271;0.042042761
21 - 22;0.145526316;0.085;0.043333333;0.210390767;0.003333333;0;0.091543323;0.044103652
22 - 23;0.162631579;0.098;0.223333333;0.160986015;0;0;0.101121979;0.042734357
23 - 00;0.177894737;0.086;0.183333333;0.130615178;0.003333333;0.01;0.10007453;0.036328855
00 - 01;0.178421053;0.094;0.166666667;0.132679061;0.003333333;0.01;0.103172594;0.037096729
01 - 02;0.138157895;0.09;0.053333333;0.081872524;0.01;0.02;0.088731984;0.038038058
02 - 03;0.105263158;0.095;0.033333333;0.058580394;0.013333333;0.01;0.076555984;0.029404793
03 - 04;0.077368421;0.099;0.036666667;0.036800235;0.013333333;0;0.068179945;0.028171413
04 - 05;0.104473684;0.1;0.023333333;0.02799545;0.016666667;0;0.077469718;0.027935471
05 - 06;0.151315789;0.103;0.033333333;0.032983828;0.006666667;0;0.093836165;0.027192706
06 - 07;0.208684211;0.094;0.026666667;0.018178376;0;0;0.108030078;0.021406024
07 - 08;0.227631579;0.096;0.04;0.00986734;0;0;0.112624918;0.014243176
08 - 09;0.219736842;0.109;0.036666667;0.006442674;0;0;0.115760397;0.018544349
09 - 10;0.255526316;0.136;0.02;0.003801077;0;0;0.139793526;0.027854263
10 - 11;0.286842105;0.145;0.01;0.003969958;0.003333333;0;0.156624973;0.038032813
11 - 12;0.208157895;0.173;0.01;0.010912552;0.01;0;0.144511097;0.052375396
12 - 13;0.197894737;0.189;0.006666667;0.01289459;0.03;0.01;0.151795634;0.068492164
13 - 14;0.214210526;0.173;0.02;0.018545856;0.056666667;0.04;0.156134017;0.081191526
14 - 15;0.213421053;0.173;0.046666667;0.024543234;0.056666667;0.04;0.161645264;0.098514738
15 - 16;0.201052632;0.183;0.076666667;0.029538911;0.04;0.02;0.163149677;0.1053964
16 - 17;0.168684211;0.193;0.1;0.032070571;0.03;0.01;0.160741912;0.120541524
17 - 18;0.141315789;0.184;0.11;0.030127762;0.02;0;0.155064701;0.139878313
18 - 19;0.126578947;0.172;0.07;0.030066049;0.01;0;0.150962072;0.15430727
19 - 20;0.115789474;0.213;0.06;0.021710358;0;0;0.169722638;0.180378441
20 - 21;0.118421053;0.295;0.06;0.024618405;0;0;0.221281982;0.250424894
21 - 22;0.130789474;0.412;0.066666667;0.034957356;0;0;0.282943495;0.306041012
22 - 23;0.151578947;0.479;0.093333333;0.046341555;0;0;0.319945351;0.329257106
23 - 00;0.183684211;0.483;0.106666667;0.050861351;0.016666667;0;0.33739578;0.345503131
00 - 01;0.213421053;0.446;0.11;0.059975348;0.04;0;0.340729181;0.362766491
01 - 02;0.278947368;0.472;0.113333333;0.059765953;0.09;0;0.368819945;0.355512467
02 - 03;0.307894737;0.466;0.126666667;0.053474591;0.126666667;0.01;0.377468017;0.358509314
03 - 04;0.339736842;0.447;0.106666667;0.042402394;0.153333333;0.01;0.384551955;0.366919023
04 - 05;0.432105263;0.427;0.096666667;0.052309287;0.156666667;0.02;0.396374795;0.330019123
05 - 06;0.467631579;0.41;0.09;0.05728428;0.126666667;0.01;0.386033219;0.280468077
06 - 07;0.394473684;0.429;0.063333333;0.050128019;0.076666667;0.01;0.347890639;0.220198233
07 - 08;0.365263158;0.463;0.046666667;0.048831409;0.036666667;0;0.333179356;0.171274909
08 - 09;0.364210526;0.378;0.053333333;0.05140922;0.016666667;0;0.305870818;0.175401929
09 - 10;0.386315789;0.248;0.063333333;0.063672106;0.016666667;0;0.285085129;0.220939596
10 - 11;0.415789474;0.237;0.06;0.103432017;0.03;0;0.318811045;0.303643662
11 - 12;0.416842105;0.246;0.046666667;0.178825499;0.06;0;0.335340956;0.343180761
12 - 13;0.398684211;0.276;0.033333333;0.206570426;0.126666667;0.01;0.346125155;0.363691255
13 - 14;0.327631579;0.261;0.023333333;0.223402931;0.176666667;0.02;0.321987269;0.377330228
14 - 15;0.298421053;0.195;0.02;0.238778073;0.203333333;0.02;0.292980604;0.38552076
15 - 16;0.271842105;0.101;0.02;0.282420955;0.186666667;0.03;0.241422329;0.351424881
16 - 17;0.2;0.063;0.023333333;0.298183287;0.17;0.03;0.20706556;0.358196681
17 - 18;0.143157895;0.04;0.006666667;0.282359081;0.166666667;0.03;0.164737637;0.311055017
18 - 19;0.135789474;0.033;0;0.248179953;0.163333333;0.04;0.149117014;0.278561569
19 - 20;0.074736842;0.037;0;0.194234315;0.15;0.03;0.126839947;0.268782998
20 - 21;0.038684211;0.057;0;0.18346631;0.193333333;0.04;0.133395819;0.304503248
21 - 22;0.023421053;0.099;0.013333333;0.200433393;0.276666667;0.07;0.155105858;0.342896522
22 - 23;0.031842105;0.142;0.026666667;0.222106666;0.333333333;0.13;0.180022386;0.366225053
23 - 00;0.038947368;0.13;0.043333333;0.229361334;0.336666667;0.22;0.17497522;0.355978292
00 - 01;0.059210526;0.184;0.096666667;0.223294323;0.336666667;0.25;0.196712052;0.346925629
01 - 02;0.084473684;0.212;0.153333333;0.241711573;0.323333333;0.24;0.208614488;0.329369781
02 - 03;0.124736842;0.237;0.27;0.292926666;0.293333333;0.25;0.226881054;0.318906319
03 - 04;0.109210526;0.233;0.27;0.240898281;0.276666667;0.23;0.215529073;0.304376692
04 - 05;0.101052632;0.158;0.26;0.215872041;0.286666667;0.19;0.184822556;0.295415036
05 - 06;0.107368421;0.048;0.226666667;0.230452182;0.26;0.15;0.134780618;0.248973434
06 - 07;0.176842105;0.077;0.143333333;0.17836103;0.186666667;0.1;0.146928431;0.186943186
07 - 08;0.216578947;0.298;0.07;0.171685548;0.136666667;0.06;0.219313207;0.143360672
08 - 09;0.176578947;0.235;0.07;0.189806304;0.153333333;0.07;0.184315193;0.141366631
09 - 10;0.156578947;0.119;0.09;0.1887439;0.203333333;0.11;0.151296473;0.178310472
10 - 11;0.105263158;0.086;0.11;0.213725827;0.31;0.23;0.150610779;0.260569178
11 - 12;0.103947368;0.037;0.12;0.230165426;0.396666667;0.31;0.153911086;0.32078589
12 - 13;0.078684211;0.075;0.146666667;0.198460236;0.446666667;0.28;0.170895824;0.35900326
13 - 14;0.050263158;0.086;0.156666667;0.216239727;0.5;0.26;0.163480248;0.354177587
14 - 15;0.043684211;0.078;0.13;0.217835953;0.526666667;0.27;0.150052133;0.328472187
15 - 16;0.038947368;0.094;0.093333333;0.242338355;0.483333333;0.26;0.147238116;0.308766979
16 - 17;0.057631579;0.082;0.08;0.300838369;0.473333333;0.23;0.145616703;0.297218531
17 - 18;0.057368421;0.068;0.08;0.375689296;0.403333333;0.21;0.134092991;0.276910552
18 - 19;0.068421053;0.198;0.05;0.376742023;0.293333333;0.16;0.16694554;0.234415566
19 - 20;0.056315789;0.117;0.036666667;0.36976496;0.25;0.14;0.131751396;0.221938399
20 - 21;0.057894737;0.208;0.056666667;0.373492416;0.27;0.11;0.169706415;0.243224509
21 - 22;0.042105263;0.172;0.113333333;0.40405885;0.316666667;0.17;0.14769367;0.228975746
22 - 23;0.063684211;0.15;0.226666667;0.403376489;0.363333333;0.21;0.136875468;0.196942194
23 - 00;0.078947368;0.126;0.326666667;0.434132429;0.386666667;0.24;0.13204083;0.191175122
00 - 01;0.083947368;0.074;0.34;0.42689495;0.416666667;0.23;0.111935452;0.177858987
01 - 02;0.088157895;0.064;0.336666667;0.420246988;0.436666667;0.23;0.10320341;0.157452335
02 - 03;0.078947368;0.107;0.343333333;0.39778669;0.43;0.23;0.109544406;0.14268585
03 - 04;0.066842105;0.131;0.316666667;0.387436836;0.406666667;0.21;0.109515374;0.130704016
04 - 05;0.078157895;0.118;0.31;0.319927609;0.386666667;0.19;0.105326419;0.119821362
05 - 06;0.083947368;0.063;0.223333333;0.234825803;0.346666667;0.16;0.077726326;0.086231608
06 - 07;0.083421053;0.042;0.14;0.172416778;0.273333333;0.11;0.062953924;0.063440719
07 - 08;0.081315789;0.063;0.076666667;0.09625857;0.213333333;0.06;0.064843223;0.05021388
08 - 09;0.083421053;0.073;0.046666667;0.073625859;0.163333333;0.05;0.069190434;0.05115025
09 - 10;0.077894737;0.053;0.05;0.074658046;0.16;0.07;0.056984426;0.040058541
10 - 11;0.07;0.044;0.076666667;0.080198138;0.246666667;0.13;0.051946478;0.041839435
11 - 12;0.080526316;0.038;0.106666667;0.111282573;0.41;0.29;0.054741957;0.045699555
12 - 13;0.088684211;0.048;0.146666667;0.111374689;0.476666667;0.3;0.066501172;0.062819306
13 - 14;0.073421053;0.035;0.156666667;0.138322466;0.433333333;0.26;0.059931161;0.07137243
14 - 15;0.076842105;0.04;0.146666667;0.113170833;0.426666667;0.22;0.067713639;0.086298813
15 - 16;0.075263158;0.052;0.156666667;0.089956618;0.376666667;0.18;0.081898367;0.118431942
16 - 17;0.081578947;0.039;0.143333333;0.081271932;0.273333333;0.16;0.079159072;0.116898268
17 - 18;0.087894737;0.044;0.13;0.077565263;0.203333333;0.07;0.08185044;0.113656582
18 - 19;0.098421053;0.034;0.09;0.081359214;0.13;0.03;0.082802703;0.115987055
19 - 20;0.069210526;0.011;0.073333333;0.111848228;0.103333333;0.02;0.066897177;0.120481004
20 - 21;0.040263158;0.004;0.096666667;0.151699774;0.15;0;0.060858179;0.13831138
21 - 22;0.032631579;0.003;0.136666667;0.17712893;0.183333333;0.01;0.06736878;0.166474762
22 - 23;0.035;0.006;0.2;0.236873821;0.126666667;0.01;0.070693265;0.171079796
23 - 00;0.036315789;0.012;0.213333333;0.29290453;0.096666667;0;0.073750043;0.172934338
00 - 01;0.035789474;0.019;0.2;0.331077403;0.136666667;0;0.076895294;0.175896409
01 - 02;0.041315789;0.018;0.163333333;0.359126374;0.24;0.02;0.076607086;0.170505469
02 - 03;0.054210526;0.018;0.143333333;0.33081268;0.14;0.06;0.08341462;0.178033334
03 - 04;0.064473684;0.014;0.156666667;0.285644403;0.026666667;0.07;0.084999539;0.176524932
04 - 05;0.064473684;0.025;0.183333333;0.272235738;0.033333333;0.06;0.088969925;0.17743609
05 - 06;0.065526316;0.013;0.15;0.242350102;0.113333333;0.02;0.08343049;0.171765153
06 - 07;0.055263158;0.014;0.07;0.21771;0.05;0.01;0.079620965;0.169599737
07 - 08;0.047894737;0.018;0.046666667;0.205592602;0.02;0.01;0.081007843;0.177128794
08 - 09;0.049736842;0.027;0.04;0.203061456;0.013333333;0.01;0.090428307;0.194548079
09 - 10;0.053947368;0.033;0.033333333;0.160169106;0;0;0.098745358;0.209288706
10 - 11;0.064210526;0.03;0.043333333;0.151396408;0.003333333;0.01;0.109605439;0.23460579
11 - 12;0.090789474;0.044;0.083333333;0.164177495;0.056666667;0.02;0.129293599;0.253091324
12 - 13;0.118947368;0.057;0.136666667;0.175696352;0.066666667;0.03;0.147718106;0.267206948
13 - 14;0.120526316;0.045;0.13;0.176497854;0.09;0.03;0.142778067;0.262807884
14 - 15;0.097105263;0.035;0.13;0.153984284;0.12;0.03;0.132570117;0.265605088
15 - 16;0.085789474;0.042;0.086666667;0.151931897;0.136666667;0.03;0.133258636;0.271986435
16 - 17;0.073157895;0.035;0.1;0.161950872;0.113333333;0.01;0.124356855;0.264912671
17 - 18;0.066315789;0.019;0.063333333;0.214520415;0.103333333;0.01;0.116819775;0.265143535
18 - 19;0.058684211;0.015;0.05;0.236560447;0.076666667;0.02;0.10653525;0.24592154
19 - 20;0.06;0.014;0.05;0.25573953;0.07;0.01;0.101559085;0.230677256
20 - 21;0.073421053;0.009;0.043333333;0.22675976;0.053333333;0.01;0.10937052;0.245690506
21 - 22;0.068947368;0.011;0.086666667;0.189981021;0.07;0.01;0.115206751;0.265672886
22 - 23;0.057894737;0.007;0.11;0.173827604;0.073333333;0.01;0.116286217;0.283963913
23 - 00;0.046842105;0.008;0.086666667;0.184768128;0.076666667;0.02;0.114248964;0.287904788
00 - 01;0.041578947;0.008;0.126666667;0.209701692;0.036666667;0.02;0.116058862;0.298597639
01 - 02;0.028947368;0.007;0.103333333;0.245642488;0.02;0.02;0.111317571;0.298005346
02 - 03;0.026052632;0.01;0.12;0.261253763;0.013333333;0.02;0.113531437;0.30454168
03 - 04;0.025;0.015;0.103333333;0.287678282;0.016666667;0.01;0.117775848;0.313327545
04 - 05;0.024473684;0.015;0.053333333;0.29043005;0.016666667;0.01;0.114826853;0.305006876
05 - 06;0.028157895;0.028;0.053333333;0.286787383;0.01;0;0.107749504;0.267090618
06 - 07;0.027368421;0.026;0.04;0.290297222;0.003333333;0;0.094321868;0.229597181
07 - 08;0.030789474;0.019;0.036666667;0.302532902;0;0;0.091716685;0.225360582
08 - 09;0.035;0.032;0.046666667;0.30101231;0;0;0.096469602;0.222408805
09 - 10;0.030263158;0.038;0.05;0.29628718;0;0;0.09562099;0.218599814
10 - 11;0.027894737;0.057;0.086666667;0.316634917;0.003333333;0;0.091650448;0.190056607
11 - 12;0.035;0.082;0.086666667;0.314886554;0.006666667;0;0.09458903;0.16676709
12 - 13;0.028421053;0.09;0.096666667;0.290074817;0.013333333;0.01;0.089760309;0.150859875
13 - 14;0.032894737;0.097;0.13;0.307231781;0.033333333;0.02;0.091406293;0.144324142
14 - 15;0.04;0.1;0.156666667;0.305414236;0.046666667;0.03;0.091254181;0.133762544
15 - 16;0.053947368;0.128;0.156666667;0.306189889;0.086666667;0.04;0.104334161;0.131055116
16 - 17;0.069736842;0.137;0.183333333;0.2377466;0.123333333;0.04;0.11038442;0.124416417
17 - 18;0.097631579;0.138;0.163333333;0.219621656;0.126666667;0.04;0.116221623;0.113033291
18 - 19;0.128157895;0.141;0.19;0.176249313;0.12;0.05;0.127146675;0.11228213
19 - 20;0.148157895;0.135;0.2;0.174452145;0.096666667;0.03;0.134283759;0.119693382
20 - 21;0.152368421;0.115;0.22;0.224350514;0.11;0.02;0.137496091;0.145119852
21 - 22;0.149473684;0.085;0.263333333;0.253665243;0.22;0.06;0.142549251;0.193174069
22 - 23;0.133947368;0.107;0.346666667;0.282667194;0.256666667;0.1;0.172918661;0.277808615
23 - 00;0.119210526;0.142;0.346666667;0.294789409;0.296666667;0.1;0.193218648;0.318445418
00 - 01;0.115789474;0.206;0.25;0.289245086;0.343333333;0.09;0.215518711;0.324766658
01 - 02;0.137631579;0.202;0.28;0.292639087;0.323333333;0.08;0.224369272;0.333476238
02 - 03;0.151842105;0.241;0.22;0.264935251;0.316666667;0.09;0.242588898;0.33492459
03 - 04;0.194473684;0.271;0.156666667;0.260125926;0.31;0.08;0.271886706;0.350186435
04 - 05;0.262631579;0.238;0.143333333;0.239111617;0.293333333;0.06;0.28175766;0.3446414
05 - 06;0.301842105;0.32;0.103333333;0.22940722;0.236666667;0.08;0.324231201;0.350851498
06 - 07;0.327894737;0.514;0.076666667;0.269968629;0.173333333;0.09;0.401176488;0.361634727
07 - 08;0.361842105;0.671;0.176666667;0.275765996;0.126666667;0.07;0.464631708;0.36105302
08 - 09;0.421315789;0.72;0.25;0.274235918;0.12;0.06;0.494797789;0.343077576
09 - 10;0.454210526;0.701;0.24;0.280500408;0.113333333;0.05;0.498254636;0.339553381
10 - 11;0.421578947;0.682;0.236666667;0.248432791;0.1;0.05;0.479452812;0.334779488
11 - 12;0.431842105;0.657;0.246666667;0.255297921;0.096666667;0.07;0.47816278;0.345646234
12 - 13;0.453684211;0.648;0.246666667;0.280073782;0.11;0.07;0.484973387;0.353235951
13 - 14;0.495789474;0.652;0.256666667;0.288818652;0.136666667;0.07;0.501010408;0.355241749
14 - 15;0.556842105;0.674;0.28;0.304655464;0.146666667;0.08;0.529909886;0.358887551
15 - 16;0.560789474;0.694;0.373333333;0.281610595;0.163333333;0.1;0.541582558;0.369958199
16 - 17;0.575789474;0.688;0.416666667;0.286580478;0.216666667;0.11;0.549016462;0.383259912
17 - 18;0.590263158;0.676;0.44;0.273379739;0.29;0.13;0.550535515;0.385343388
18 - 19;0.624210526;0.665;0.463333333;0.271488941;0.346666667;0.12;0.557648458;0.383734847
19 - 20;0.611052632;0.652;0.47;0.250648403;0.353333333;0.12;0.542533077;0.364546598
20 - 21;0.557105263;0.643;0.473333333;0.228878956;0.306666667;0.1;0.518025616;0.353971584
21 - 22;0.525789474;0.657;0.486666667;0.209297007;0.176666667;0.07;0.516209644;0.365839459
22 - 23;0.525263158;0.686;0.446666667;0.220369554;0.243333333;0.09;0.530315262;0.379682629
23 - 00;0.531052632;0.694;0.433333333;0.255021232;0.28;0.1;0.540748349;0.397192417
00 - 01;0.541315789;0.684;0.416666667;0.242304793;0.33;0.11;0.538588133;0.39044861
01 - 02;0.547631579;0.691;0.396666667;0.209907674;0.316666667;0.07;0.540391528;0.382543004
02 - 03;0.552368421;0.712;0.396666667;0.210753387;0.3;0.11;0.544101774;0.367936902
03 - 04;0.563684211;0.718;0.38;0.200667398;0.346666667;0.14;0.547022281;0.359382633
04 - 05;0.560526316;0.716;0.37;0.203447549;0.36;0.16;0.538862964;0.340062577
05 - 06;0.553421053;0.68;0.373333333;0.199063528;0.403333333;0.1;0.522828749;0.335065195
06 - 07;0.577631579;0.678;0.39;0.228907438;0.413333333;0.09;0.536669681;0.354377465
07 - 08;0.639210526;0.68;0.393333333;0.266083583;0.413333333;0.14;0.56325194;0.370545294
08 - 09;0.652631579;0.678;0.396666667;0.264636641;0.363333333;0.13;0.568977043;0.376299549
09 - 10;0.639473684;0.677;0.393333333;0.264087733;0.346666667;0.09;0.560144849;0.363960862
10 - 11;0.618421053;0.662;0.41;0.273558202;0.34;0.07;0.549595937;0.36836676
11 - 12;0.589473684;0.699;0.396666667;0.255541232;0.333333333;0.1;0.548062389;0.355713484
12 - 13;0.562631579;0.674;0.413333333;0.24399205;0.286666667;0.11;0.524961869;0.338254029
13 - 14;0.517894737;0.669;0.403333333;0.255147799;0.246666667;0.15;0.503450821;0.323457725
14 - 15;0.458421053;0.649;0.396666667;0.246328904;0.236666667;0.13;0.470072255;0.302795712
15 - 16;0.431578947;0.65;0.416666667;0.24242424;0.256666667;0.11;0.456521696;0.287986141
16 - 17;0.391315789;0.616;0.43;0.242756515;0.27;0.11;0.427494286;0.275167069
17 - 18;0.372105263;0.6;0.436666667;0.26201573;0.24;0.1;0.408955073;0.254759955
18 - 19;0.319473684;0.583;0.466666667;0.244750617;0.203333333;0.09;0.381816156;0.242974784
19 - 20;0.263684211;0.574;0.503333333;0.24233823;0.183333333;0.09;0.348506864;0.207836382
20 - 21;0.217631579;0.527;0.5;0.210990909;0.153333333;0.08;0.315103043;0.200677551
21 - 22;0.226578947;0.489;0.496666667;0.235874287;0.106666667;0.07;0.308576689;0.210151121
22 - 23;0.25;0.47;0.48;0.330968832;0.086666667;0.06;0.309136767;0.2074103
23 - 00;0.280263158;0.444;0.463333333;0.363249482;0.096666667;0.06;0.308173375;0.200256967
00 - 01;0.287631579;0.433;0.46;0.397723747;0.083333333;0.06;0.306691149;0.199441869
01 - 02;0.271842105;0.445;0.46;0.377957643;0.076666667;0.08;0.306169157;0.201665367
02 - 03;0.270526316;0.456;0.45;0.353563301;0.073333333;0.08;0.314487479;0.216936121
03 - 04;0.25;0.451;0.44;0.350376124;0.08;0.08;0.310919953;0.231759859
04 - 05;0.203947368;0.389;0.436666667;0.33128688;0.08;0.08;0.274886986;0.23171359
05 - 06;0.171052632;0.262;0.43;0.246978591;0.063333333;0.08;0.205383004;0.183096381
06 - 07;0.136052632;0.215;0.416666667;0.173554972;0.06;0.07;0.16634418;0.147979907
07 - 08;0.125526316;0.149;0.386666667;0.204067624;0.076666667;0.09;0.151083686;0.178724744
08 - 09;0.147368421;0.149;0.336666667;0.241774155;0.086666667;0.09;0.171155543;0.217098207
09 - 10;0.172368421;0.134;0.27;0.275716041;0.086666667;0.12;0.176960473;0.224512997
10 - 11;0.169736842;0.108;0.24;0.295272837;0.093333333;0.1;0.165955761;0.220130441
11 - 12;0.154736842;0.1;0.203333333;0.342794699;0.08;0.11;0.154455891;0.208630831
12 - 13;0.139736842;0.07;0.17;0.344428205;0.1;0.13;0.140537471;0.21187557
13 - 14;0.144473684;0.05;0.16;0.325856956;0.103333333;0.13;0.135587958;0.212290191
