hour;dk1;dk2;ee;fi;lt;lv;no;se
01 - 02;0;0;4.24267E-05;4.24267E-05;4.24267E-05;4.24267E-05;4.24267E-05;0.00012728
02 - 03;0;0;5.28933E-05;5.28933E-05;5.28933E-05;5.28933E-05;5.28933E-05;0.00015868
03 - 04;0;0;0.00003216;0.00003216;0.00003216;0.00003216;0.00003216;0.00009648
04 - 05;0;0;3.25933E-05;3.25933E-05;3.25933E-05;3.25933E-05;3.25933E-05;0.00009778
05 - 06;0;0;3.36933E-05;3.36933E-05;3.36933E-05;3.36933E-05;3.36933E-05;0.00010108
06 - 07;0;0;0.00004396;0.00004396;0.00004396;0.00004396;0.00004396;0.00013188
07 - 08;0;0;5.44933E-05;5.44933E-05;5.44933E-05;5.44933E-05;5.44933E-05;0.00016348
08 - 09;0;0;0.0000527;0.0000527;0.0000527;0.0000527;0.0000527;0.0001581
09 - 10;0.0075;0.01;0.005939247;0.005939247;0.005939247;0.005939247;0.005939247;0.00031774
10 - 11;0.0175;0.015;0.011032303;0.011032303;0.011032303;0.011032303;0.011032303;0.00059691
11 - 12;0.0225;0.015;0.012737487;0.012737487;0.012737487;0.012737487;0.012737487;0.00071246
12 - 13;0.025;0.01;0.011868403;0.011868403;0.011868403;0.011868403;0.011868403;0.00060521
13 - 14;0.0225;0.01;0.010920173;0.010920173;0.010920173;0.010920173;0.010920173;0.00026052
14 - 15;0.015;0.005;0.006696823;0.006696823;0.006696823;0.006696823;0.006696823;0.00009047
15 - 16;0.005;0;0.001689147;0.001689147;0.001689147;0.001689147;0.001689147;0.00006744
16 - 17;0;0;0.00001436;0.00001436;0.00001436;0.00001436;0.00001436;0.00004308
17 - 18;0;0;2.29933E-05;2.29933E-05;2.29933E-05;2.29933E-05;2.29933E-05;0.00006898
18 - 19;0;0;0.00002966;0.00002966;0.00002966;0.00002966;0.00002966;0.00008898
19 - 20;0;0;2.84267E-05;2.84267E-05;2.84267E-05;2.84267E-05;2.84267E-05;0.00008528
20 - 21;0;0;2.97933E-05;2.97933E-05;2.97933E-05;2.97933E-05;2.97933E-05;0.00008938
21 - 22;0;0;2.30267E-05;2.30267E-05;2.30267E-05;2.30267E-05;2.30267E-05;0.00006908
22 - 23;0;0;0.00001716;0.00001716;0.00001716;0.00001716;0.00001716;0.00005148
23 - 00;0;0;1.84267E-05;1.84267E-05;1.84267E-05;1.84267E-05;1.84267E-05;0.00005528
00 - 01;0;0;1.41933E-05;1.41933E-05;1.41933E-05;1.41933E-05;1.41933E-05;0.00004258
01 - 02;0;0;1.88267E-05;1.88267E-05;1.88267E-05;1.88267E-05;1.88267E-05;0.00005648
02 - 03;0;0;1.70267E-05;1.70267E-05;1.70267E-05;1.70267E-05;1.70267E-05;0.00005108
03 - 04;0;0;1.97933E-05;1.97933E-05;1.97933E-05;1.97933E-05;1.97933E-05;0.00005938
04 - 05;0;0;2.36933E-05;2.36933E-05;2.36933E-05;2.36933E-05;2.36933E-05;0.00007108
05 - 06;0;0;2.83933E-05;2.83933E-05;2.83933E-05;2.83933E-05;2.83933E-05;0.00008518
06 - 07;0;0;0.00002536;0.00002536;0.00002536;0.00002536;0.00002536;0.00007608
07 - 08;0;0;3.01933E-05;3.01933E-05;3.01933E-05;3.01933E-05;3.01933E-05;0.00009058
08 - 09;0;0;5.00433E-05;5.00433E-05;5.00433E-05;5.00433E-05;5.00433E-05;0.00015013
09 - 10;0.005;0.005;0.00341551;0.00341551;0.00341551;0.00341551;0.00341551;0.00024653
10 - 11;0.01;0.01;0.006775127;0.006775127;0.006775127;0.006775127;0.006775127;0.00032538
11 - 12;0.0175;0.015;0.01098749;0.01098749;0.01098749;0.01098749;0.01098749;0.00046247
12 - 13;0.0175;0.02;0.012666867;0.012666867;0.012666867;0.012666867;0.012666867;0.0005006
13 - 14;0.0125;0.015;0.009285723;0.009285723;0.009285723;0.009285723;0.009285723;0.00035717
14 - 15;0.005;0.01;0.00507014;0.00507014;0.00507014;0.00507014;0.00507014;0.00021042
15 - 16;0;0;4.53333E-05;4.53333E-05;4.53333E-05;4.53333E-05;4.53333E-05;0.000136
16 - 17;0;0;3.70933E-05;3.70933E-05;3.70933E-05;3.70933E-05;3.70933E-05;0.00011128
17 - 18;0;0;4.22933E-05;4.22933E-05;4.22933E-05;4.22933E-05;4.22933E-05;0.00012688
18 - 19;0;0;5.72267E-05;5.72267E-05;5.72267E-05;5.72267E-05;5.72267E-05;0.00017168
19 - 20;0;0;3.13267E-05;3.13267E-05;3.13267E-05;3.13267E-05;3.13267E-05;0.00009398
20 - 21;0;0;0.00003596;0.00003596;0.00003596;0.00003596;0.00003596;0.00010788
21 - 22;0;0;0.00003736;0.00003736;0.00003736;0.00003736;0.00003736;0.00011208
22 - 23;0;0;0.00003896;0.00003896;0.00003896;0.00003896;0.00003896;0.00011688
23 - 00;0;0;3.52267E-05;3.52267E-05;3.52267E-05;3.52267E-05;3.52267E-05;0.00010568
00 - 01;0;0;4.33267E-05;4.33267E-05;4.33267E-05;4.33267E-05;4.33267E-05;0.00012998
01 - 02;0;0;3.73933E-05;3.73933E-05;3.73933E-05;3.73933E-05;3.73933E-05;0.00011218
02 - 03;0;0;0.00002456;0.00002456;0.00002456;0.00002456;0.00002456;0.00007368
03 - 04;0;0;0.00002996;0.00002996;0.00002996;0.00002996;0.00002996;0.00008988
04 - 05;0;0;0.00003326;0.00003326;0.00003326;0.00003326;0.00003326;0.00009978
05 - 06;0;0;3.30267E-05;3.30267E-05;3.30267E-05;3.30267E-05;3.30267E-05;0.00009908
06 - 07;0;0;3.41267E-05;3.41267E-05;3.41267E-05;3.41267E-05;3.41267E-05;0.00010238
07 - 08;0;0;0.00003296;0.00003296;0.00003296;0.00003296;0.00003296;0.00009888
08 - 09;0.0025;0;0.000875417;0.000875417;0.000875417;0.000875417;0.000875417;0.00012625
09 - 10;0.0025;0;0.00087421;0.00087421;0.00087421;0.00087421;0.00087421;0.00012263
10 - 11;0.0075;0.005;0.004260927;0.004260927;0.004260927;0.004260927;0.004260927;0.00028278
11 - 12;0.0075;0.005;0.00428086;0.00428086;0.00428086;0.00428086;0.00428086;0.00034258
12 - 13;0.0075;0.005;0.00427996;0.00427996;0.00427996;0.00427996;0.00427996;0.00033988
13 - 14;0.005;0.005;0.003424193;0.003424193;0.003424193;0.003424193;0.003424193;0.00027258
14 - 15;0.0025;0;0.00089536;0.00089536;0.00089536;0.00089536;0.00089536;0.00018608
15 - 16;0.0025;0;0.00090993;0.00090993;0.00090993;0.00090993;0.00090993;0.00022979
16 - 17;0;0;0.00007326;0.00007326;0.00007326;0.00007326;0.00007326;0.00021978
17 - 18;0;0;7.78267E-05;7.78267E-05;7.78267E-05;7.78267E-05;7.78267E-05;0.00023348
18 - 19;0;0;7.70267E-05;7.70267E-05;7.70267E-05;7.70267E-05;7.70267E-05;0.00023108
19 - 20;0;0;9.10933E-05;9.10933E-05;9.10933E-05;9.10933E-05;9.10933E-05;0.00027328
20 - 21;0;0;7.70267E-05;7.70267E-05;7.70267E-05;7.70267E-05;7.70267E-05;0.00023108
21 - 22;0;0;0.00003686;0.00003686;0.00003686;0.00003686;0.00003686;0.00011058
22 - 23;0;0;0.00004746;0.00004746;0.00004746;0.00004746;0.00004746;0.00014238
23 - 00;0;0;0.00006056;0.00006056;0.00006056;0.00006056;0.00006056;0.00018168
00 - 01;0;0;5.01933E-05;5.01933E-05;5.01933E-05;5.01933E-05;5.01933E-05;0.00015058
01 - 02;0;0;5.14933E-05;5.14933E-05;5.14933E-05;5.14933E-05;5.14933E-05;0.00015448
02 - 03;0;0;5.44933E-05;5.44933E-05;5.44933E-05;5.44933E-05;5.44933E-05;0.00016348
03 - 04;0;0;3.87933E-05;3.87933E-05;3.87933E-05;3.87933E-05;3.87933E-05;0.00011638
04 - 05;0;0;4.68267E-05;4.68267E-05;4.68267E-05;4.68267E-05;4.68267E-05;0.00014048
05 - 06;0;0;5.34267E-05;5.34267E-05;5.34267E-05;5.34267E-05;5.34267E-05;0.00016028
06 - 07;0;0;5.79933E-05;5.79933E-05;5.79933E-05;5.79933E-05;5.79933E-05;0.00017398
07 - 08;0;0;6.36967E-05;6.36967E-05;6.36967E-05;6.36967E-05;6.36967E-05;0.00019109
08 - 09;0.0025;0;0.000907783;0.000907783;0.000907783;0.000907783;0.000907783;0.00022335
09 - 10;0.01;0.01;0.006756377;0.006756377;0.006756377;0.006756377;0.006756377;0.00026913
10 - 11;0.0225;0.025;0.015968017;0.015968017;0.015968017;0.015968017;0.015968017;0.00040405
11 - 12;0.035;0.03;0.02184937;0.02184937;0.02184937;0.02184937;0.02184937;0.00054811
12 - 13;0.045;0.03;0.02520264;0.02520264;0.02520264;0.02520264;0.02520264;0.00060792
13 - 14;0.045;0.025;0.02347859;0.02347859;0.02347859;0.02347859;0.02347859;0.00043577
14 - 15;0.025;0.015;0.01340085;0.01340085;0.01340085;0.01340085;0.01340085;0.00020255
15 - 16;0.0075;0.005;0.004227193;0.004227193;0.004227193;0.004227193;0.004227193;0.00018158
16 - 17;0;0;0.00002816;0.00002816;0.00002816;0.00002816;0.00002816;0.00008448
17 - 18;0;0;2.81267E-05;2.81267E-05;2.81267E-05;2.81267E-05;2.81267E-05;0.00008438
18 - 19;0;0;2.29933E-05;2.29933E-05;2.29933E-05;2.29933E-05;2.29933E-05;0.00006898
19 - 20;0;0;3.11267E-05;3.11267E-05;3.11267E-05;3.11267E-05;3.11267E-05;0.00009338
20 - 21;0;0;2.67933E-05;2.67933E-05;2.67933E-05;2.67933E-05;2.67933E-05;0.00008038
21 - 22;0;0;2.69933E-05;2.69933E-05;2.69933E-05;2.69933E-05;2.69933E-05;0.00008098
22 - 23;0;0;2.67933E-05;2.67933E-05;2.67933E-05;2.67933E-05;2.67933E-05;0.00008038
23 - 00;0;0;1.66267E-05;1.66267E-05;1.66267E-05;1.66267E-05;1.66267E-05;0.00004988
00 - 01;0;0;0.00002996;0.00002996;0.00002996;0.00002996;0.00002996;0.00008988
01 - 02;0;0;0.00001666;0.00001666;0.00001666;0.00001666;0.00001666;0.00004998
02 - 03;0;0;2.03267E-05;2.03267E-05;2.03267E-05;2.03267E-05;2.03267E-05;0.00006098
03 - 04;0;0;0.00001496;0.00001496;0.00001496;0.00001496;0.00001496;0.00004488
04 - 05;0;0;2.16933E-05;2.16933E-05;2.16933E-05;2.16933E-05;2.16933E-05;0.00006508
05 - 06;0;0;1.23933E-05;1.23933E-05;1.23933E-05;1.23933E-05;1.23933E-05;0.00003718
06 - 07;0;0;0.00002906;0.00002906;0.00002906;0.00002906;0.00002906;0.00008718
07 - 08;0;0;2.78267E-05;2.78267E-05;2.78267E-05;2.78267E-05;2.78267E-05;0.00008348
08 - 09;0;0;3.82367E-05;3.82367E-05;3.82367E-05;3.82367E-05;3.82367E-05;0.00011471
09 - 10;0.005;0;0.001732473;0.001732473;0.001732473;0.001732473;0.001732473;0.00019742
10 - 11;0.0125;0.01;0.00764297;0.00764297;0.00764297;0.00764297;0.00764297;0.00042891
11 - 12;0.015;0.015;0.010320613;0.010320613;0.010320613;0.010320613;0.010320613;0.00096184
12 - 13;0.015;0.01;0.008567173;0.008567173;0.008567173;0.008567173;0.008567173;0.00070152
13 - 14;0.01;0.01;0.006794387;0.006794387;0.006794387;0.006794387;0.006794387;0.00038316
14 - 15;0.005;0.01;0.005049187;0.005049187;0.005049187;0.005049187;0.005049187;0.00014756
15 - 16;0;0;2.92167E-05;2.92167E-05;2.92167E-05;2.92167E-05;2.92167E-05;0.00008765
16 - 17;0;0;1.26267E-05;1.26267E-05;1.26267E-05;1.26267E-05;1.26267E-05;0.00003788
17 - 18;0;0;1.54933E-05;1.54933E-05;1.54933E-05;1.54933E-05;1.54933E-05;0.00004648
18 - 19;0;0;0.00001916;0.00001916;0.00001916;0.00001916;0.00001916;0.00005748
19 - 20;0;0;1.90267E-05;1.90267E-05;1.90267E-05;1.90267E-05;1.90267E-05;0.00005708
20 - 21;0;0;2.50267E-05;2.50267E-05;2.50267E-05;2.50267E-05;2.50267E-05;0.00007508
21 - 22;0;0;4.84267E-05;4.84267E-05;4.84267E-05;4.84267E-05;4.84267E-05;0.00014528
22 - 23;0;0;4.60933E-05;4.60933E-05;4.60933E-05;4.60933E-05;4.60933E-05;0.00013828
23 - 00;0;0;3.45933E-05;3.45933E-05;3.45933E-05;3.45933E-05;3.45933E-05;0.00010378
00 - 01;0;0;3.94267E-05;3.94267E-05;3.94267E-05;3.94267E-05;3.94267E-05;0.00011828
01 - 02;0;0;2.79267E-05;2.79267E-05;2.79267E-05;2.79267E-05;2.79267E-05;0.00008378
02 - 03;0;0;0.00002806;0.00002806;0.00002806;0.00002806;0.00002806;0.00008418
03 - 04;0;0;0.00003236;0.00003236;0.00003236;0.00003236;0.00003236;0.00009708
04 - 05;0;0;2.99933E-05;2.99933E-05;2.99933E-05;2.99933E-05;2.99933E-05;0.00008998
05 - 06;0;0;0.00004636;0.00004636;0.00004636;0.00004636;0.00004636;0.00013908
06 - 07;0;0;0.00006116;0.00006116;0.00006116;0.00006116;0.00006116;0.00018348
07 - 08;0;0;7.62267E-05;7.62267E-05;7.62267E-05;7.62267E-05;7.62267E-05;0.00022868
08 - 09;0;0;6.25433E-05;6.25433E-05;6.25433E-05;6.25433E-05;6.25433E-05;0.00018763
09 - 10;0.01;0.005;0.005148097;0.005148097;0.005148097;0.005148097;0.005148097;0.00044429
10 - 11;0.0225;0.01;0.011177613;0.011177613;0.011177613;0.011177613;0.011177613;0.00103284
11 - 12;0.0275;0.015;0.01465691;0.01465691;0.01465691;0.01465691;0.01465691;0.00147073
12 - 13;0.0275;0.015;0.014739787;0.014739787;0.014739787;0.014739787;0.014739787;0.00171936
13 - 14;0.0225;0.01;0.011276753;0.011276753;0.011276753;0.011276753;0.011276753;0.00133026
14 - 15;0.0125;0.01;0.00760942;0.00760942;0.00760942;0.00760942;0.00760942;0.00032826
15 - 16;0.0025;0;0.00087835;0.00087835;0.00087835;0.00087835;0.00087835;0.00013505
16 - 17;0;0;1.93267E-05;1.93267E-05;1.93267E-05;1.93267E-05;1.93267E-05;0.00005798
17 - 18;0;0;2.70933E-05;2.70933E-05;2.70933E-05;2.70933E-05;2.70933E-05;0.00008128
18 - 19;0;0;2.05933E-05;2.05933E-05;2.05933E-05;2.05933E-05;2.05933E-05;0.00006178
19 - 20;0;0;3.63933E-05;3.63933E-05;3.63933E-05;3.63933E-05;3.63933E-05;0.00010918
20 - 21;0;0;3.26267E-05;3.26267E-05;3.26267E-05;3.26267E-05;3.26267E-05;0.00009788
21 - 22;0;0;2.10933E-05;2.10933E-05;2.10933E-05;2.10933E-05;2.10933E-05;0.00006328
22 - 23;0;0;1.24933E-05;1.24933E-05;1.24933E-05;1.24933E-05;1.24933E-05;0.00003748
23 - 00;0;0;2.32267E-05;2.32267E-05;2.32267E-05;2.32267E-05;2.32267E-05;0.00006968
00 - 01;0;0;2.56933E-05;2.56933E-05;2.56933E-05;2.56933E-05;2.56933E-05;0.00007708
01 - 02;0;0;0.00003246;0.00003246;0.00003246;0.00003246;0.00003246;0.00009738
02 - 03;0;0;3.29267E-05;3.29267E-05;3.29267E-05;3.29267E-05;3.29267E-05;0.00009878
03 - 04;0;0;0.00002696;0.00002696;0.00002696;0.00002696;0.00002696;0.00008088
04 - 05;0;0;2.47267E-05;2.47267E-05;2.47267E-05;2.47267E-05;2.47267E-05;0.00007418
05 - 06;0;0;2.47933E-05;2.47933E-05;2.47933E-05;2.47933E-05;2.47933E-05;0.00007438
06 - 07;0;0;0.00003426;0.00003426;0.00003426;0.00003426;0.00003426;0.00010278
07 - 08;0;0;4.26267E-05;4.26267E-05;4.26267E-05;4.26267E-05;4.26267E-05;0.00012788
08 - 09;0.005;0;0.001720687;0.001720687;0.001720687;0.001720687;0.001720687;0.00016206
09 - 10;0.0325;0.015;0.015931917;0.015931917;0.015931917;0.015931917;0.015931917;0.00029575
10 - 11;0.07;0.025;0.031828123;0.031828123;0.031828123;0.031828123;0.031828123;0.00048437
11 - 12;0.0875;0.04;0.042770317;0.042770317;0.042770317;0.042770317;0.042770317;0.00081095
12 - 13;0.1025;0.045;0.04945373;0.04945373;0.04945373;0.04945373;0.04945373;0.00086119
13 - 14;0.1025;0.035;0.0460012;0.0460012;0.0460012;0.0460012;0.0460012;0.0005036
14 - 15;0.065;0.02;0.02839537;0.02839537;0.02839537;0.02839537;0.02839537;0.00018611
15 - 16;0.02;0.005;0.00837127;0.00837127;0.00837127;0.00837127;0.00837127;0.00011381
16 - 17;0;0;2.48267E-05;2.48267E-05;2.48267E-05;2.48267E-05;2.48267E-05;0.00007448
17 - 18;0;0;0.00002166;0.00002166;0.00002166;0.00002166;0.00002166;0.00006498
18 - 19;0;0;3.11267E-05;3.11267E-05;3.11267E-05;3.11267E-05;3.11267E-05;0.00009338
19 - 20;0;0;2.83933E-05;2.83933E-05;2.83933E-05;2.83933E-05;2.83933E-05;0.00008518
20 - 21;0;0;3.09933E-05;3.09933E-05;3.09933E-05;3.09933E-05;3.09933E-05;0.00009298
21 - 22;0;0;0.00002606;0.00002606;0.00002606;0.00002606;0.00002606;0.00007818
22 - 23;0;0;0.00002476;0.00002476;0.00002476;0.00002476;0.00002476;0.00007428
23 - 00;0;0;2.22933E-05;2.22933E-05;2.22933E-05;2.22933E-05;2.22933E-05;0.00006688
00 - 01;0;0;2.32933E-05;2.32933E-05;2.32933E-05;2.32933E-05;2.32933E-05;0.00006988
01 - 02;0;0;2.47267E-05;2.47267E-05;2.47267E-05;2.47267E-05;2.47267E-05;0.00007418
02 - 03;0;0;2.27267E-05;2.27267E-05;2.27267E-05;2.27267E-05;2.27267E-05;0.00006818
03 - 04;0;0;1.96267E-05;1.96267E-05;1.96267E-05;1.96267E-05;1.96267E-05;0.00005888
04 - 05;0;0;2.27933E-05;2.27933E-05;2.27933E-05;2.27933E-05;2.27933E-05;0.00006838
05 - 06;0;0;2.79933E-05;2.79933E-05;2.79933E-05;2.79933E-05;2.79933E-05;0.00008398
06 - 07;0;0;0.00003706;0.00003706;0.00003706;0.00003706;0.00003706;0.00011118
07 - 08;0;0;4.17267E-05;4.17267E-05;4.17267E-05;4.17267E-05;4.17267E-05;0.00012518
08 - 09;0.0075;0.005;0.004224987;0.004224987;0.004224987;0.004224987;0.004224987;0.00017496
09 - 10;0.06;0.045;0.035133437;0.035133437;0.035133437;0.035133437;0.035133437;0.00040031
10 - 11;0.125;0.105;0.077086197;0.077086197;0.077086197;0.077086197;0.077086197;0.00125859
11 - 12;0.19;0.125;0.105642223;0.105642223;0.105642223;0.105642223;0.105642223;0.00192667
12 - 13;0.2;0.1;0.100668877;0.100668877;0.100668877;0.100668877;0.100668877;0.00200663
13 - 14;0.1675;0.095;0.087885333;0.087885333;0.087885333;0.087885333;0.087885333;0.001156
14 - 15;0.0975;0.06;0.05261901;0.05261901;0.05261901;0.05261901;0.05261901;0.00035703
15 - 16;0.025;0.01;0.01171518;0.01171518;0.01171518;0.01171518;0.01171518;0.00014554
16 - 17;0;0;0.00002277;0.00002277;0.00002277;0.00002277;0.00002277;0.00006831
17 - 18;0;0;1.04267E-05;1.04267E-05;1.04267E-05;1.04267E-05;1.04267E-05;0.00003128
18 - 19;0;0;0.00002566;0.00002566;0.00002566;0.00002566;0.00002566;0.00007698
19 - 20;0;0;2.39933E-05;2.39933E-05;2.39933E-05;2.39933E-05;2.39933E-05;0.00007198
20 - 21;0;0;1.91267E-05;1.91267E-05;1.91267E-05;1.91267E-05;1.91267E-05;0.00005738
21 - 22;0;0;0.00001606;0.00001606;0.00001606;0.00001606;0.00001606;0.00004818
22 - 23;0;0;0.00001106;0.00001106;0.00001106;0.00001106;0.00001106;0.00003318
23 - 00;0;0;1.36933E-05;1.36933E-05;1.36933E-05;1.36933E-05;1.36933E-05;0.00004108
00 - 01;0;0;1.47933E-05;1.47933E-05;1.47933E-05;1.47933E-05;1.47933E-05;0.00004438
01 - 02;0;0;1.78267E-05;1.78267E-05;1.78267E-05;1.78267E-05;1.78267E-05;0.00005348
02 - 03;0;0;0.00001576;0.00001576;0.00001576;0.00001576;0.00001576;0.00004728
03 - 04;0;0;1.27267E-05;1.27267E-05;1.27267E-05;1.27267E-05;1.27267E-05;0.00003818
04 - 05;0;0;0.00000976;0.00000976;0.00000976;0.00000976;0.00000976;0.00002928
05 - 06;0;0;1.44933E-05;1.44933E-05;1.44933E-05;1.44933E-05;1.44933E-05;0.00004348
06 - 07;0;0;1.27933E-05;1.27933E-05;1.27933E-05;1.27933E-05;1.27933E-05;0.00003838
07 - 08;0;0;1.47933E-05;1.47933E-05;1.47933E-05;1.47933E-05;1.47933E-05;0.00004438
08 - 09;0.005;0.005;0.003493623;0.003493623;0.003493623;0.003493623;0.003493623;0.00048087
09 - 10;0.0325;0.02;0.01857032;0.01857032;0.01857032;0.01857032;0.01857032;0.00321096
10 - 11;0.0525;0.08;0.046463887;0.046463887;0.046463887;0.046463887;0.046463887;0.00689166
11 - 12;0.06;0.1;0.05628945;0.05628945;0.05628945;0.05628945;0.05628945;0.00886835
12 - 13;0.0575;0.075;0.046972403;0.046972403;0.046972403;0.046972403;0.046972403;0.00841721
13 - 14;0.0325;0.06;0.03234046;0.03234046;0.03234046;0.03234046;0.03234046;0.00452138
14 - 15;0.0125;0.02;0.01127255;0.01127255;0.01127255;0.01127255;0.01127255;0.00131765
15 - 16;0;0.005;0.001696547;0.001696547;0.001696547;0.001696547;0.001696547;0.00008964
16 - 17;0;0;2.36267E-05;2.36267E-05;2.36267E-05;2.36267E-05;2.36267E-05;0.00007088
17 - 18;0;0;1.45267E-05;1.45267E-05;1.45267E-05;1.45267E-05;1.45267E-05;0.00004358
18 - 19;0;0;2.96267E-05;2.96267E-05;2.96267E-05;2.96267E-05;2.96267E-05;0.00008888
19 - 20;0;0;1.34267E-05;1.34267E-05;1.34267E-05;1.34267E-05;1.34267E-05;0.00004028
20 - 21;0;0;2.05933E-05;2.05933E-05;2.05933E-05;2.05933E-05;2.05933E-05;0.00006178
21 - 22;0;0;1.75267E-05;1.75267E-05;1.75267E-05;1.75267E-05;1.75267E-05;0.00005258
22 - 23;0;0;1.57933E-05;1.57933E-05;1.57933E-05;1.57933E-05;1.57933E-05;0.00004738
23 - 00;0;0;0.00001676;0.00001676;0.00001676;0.00001676;0.00001676;0.00005028
00 - 01;0;0;1.64267E-05;1.64267E-05;1.64267E-05;1.64267E-05;1.64267E-05;0.00004928
01 - 02;0;0;1.27267E-05;1.27267E-05;1.27267E-05;1.27267E-05;1.27267E-05;0.00003818
02 - 03;0;0;0.00000706;0.00000706;0.00000706;0.00000706;0.00000706;0.00002118
03 - 04;0;0;1.53267E-05;1.53267E-05;1.53267E-05;1.53267E-05;1.53267E-05;0.00004598
04 - 05;0;0;1.40267E-05;1.40267E-05;1.40267E-05;1.40267E-05;1.40267E-05;0.00004208
05 - 06;0;0;0.00001336;0.00001336;0.00001336;0.00001336;0.00001336;0.00004008
06 - 07;0;0;0.00001936;0.00001936;0.00001936;0.00001936;0.00001936;0.00005808
07 - 08;0;0;0.00002213;0.00002213;0.00002213;0.00002213;0.00002213;0.00006639
08 - 09;0;0;3.83933E-05;3.83933E-05;3.83933E-05;3.83933E-05;3.83933E-05;0.00011518
09 - 10;0.005;0.01;0.00512725;0.00512725;0.00512725;0.00512725;0.00512725;0.00038175
10 - 11;0.02;0.03;0.017349653;0.017349653;0.017349653;0.017349653;0.017349653;0.00204896
11 - 12;0.0425;0.03;0.02520182;0.02520182;0.02520182;0.02520182;0.02520182;0.00310546
12 - 13;0.0475;0.045;0.031965187;0.031965187;0.031965187;0.031965187;0.031965187;0.00339556
13 - 14;0.0325;0.035;0.02307343;0.02307343;0.02307343;0.02307343;0.02307343;0.00172029
14 - 15;0.0175;0.02;0.012581813;0.012581813;0.012581813;0.012581813;0.012581813;0.00024544
15 - 16;0.0025;0.005;0.002532957;0.002532957;0.002532957;0.002532957;0.002532957;0.00009887
16 - 17;0;0;3.06833E-05;3.06833E-05;3.06833E-05;3.06833E-05;3.06833E-05;0.00009205
17 - 18;0;0;3.49333E-05;3.49333E-05;3.49333E-05;3.49333E-05;3.49333E-05;0.0001048
18 - 19;0;0;0.00003251;0.00003251;0.00003251;0.00003251;0.00003251;0.00009753
19 - 20;0;0;4.03733E-05;4.03733E-05;4.03733E-05;4.03733E-05;4.03733E-05;0.00012112
20 - 21;0;0;0.00002916;0.00002916;0.00002916;0.00002916;0.00002916;0.00008748
21 - 22;0;0;0.00003516;0.00003516;0.00003516;0.00003516;0.00003516;0.00010548
22 - 23;0;0;4.70267E-05;4.70267E-05;4.70267E-05;4.70267E-05;4.70267E-05;0.00014108
23 - 00;0;0;0.00006986;0.00006986;0.00006986;0.00006986;0.00006986;0.00020958
00 - 01;0;0;7.25933E-05;7.25933E-05;7.25933E-05;7.25933E-05;7.25933E-05;0.00021778
01 - 02;0;0;7.24267E-05;7.24267E-05;7.24267E-05;7.24267E-05;7.24267E-05;0.00021728
02 - 03;0;0;8.20933E-05;8.20933E-05;8.20933E-05;8.20933E-05;8.20933E-05;0.00024628
03 - 04;0;0;8.64933E-05;8.64933E-05;8.64933E-05;8.64933E-05;8.64933E-05;0.00025948
04 - 05;0;0;7.48933E-05;7.48933E-05;7.48933E-05;7.48933E-05;7.48933E-05;0.00022468
05 - 06;0;0;0.00007766;0.00007766;0.00007766;0.00007766;0.00007766;0.00023298
06 - 07;0;0;0.00010286;0.00010286;0.00010286;0.00010286;0.00010286;0.00030858
07 - 08;0;0;0.00009526;0.00009526;0.00009526;0.00009526;0.00009526;0.00028578
08 - 09;0.0025;0;0.00093499;0.00093499;0.00093499;0.00093499;0.00093499;0.00030497
09 - 10;0.0475;0.01;0.019288767;0.019288767;0.019288767;0.019288767;0.019288767;0.0003663
10 - 11;0.15;0.055;0.068519617;0.068519617;0.068519617;0.068519617;0.068519617;0.00055885
11 - 12;0.225;0.155;0.127003587;0.127003587;0.127003587;0.127003587;0.127003587;0.00101076
12 - 13;0.2175;0.2;0.140524717;0.140524717;0.140524717;0.140524717;0.140524717;0.00407415
13 - 14;0.1525;0.175;0.11087211;0.11087211;0.11087211;0.11087211;0.11087211;0.00511633
14 - 15;0.0725;0.09;0.055131103;0.055131103;0.055131103;0.055131103;0.055131103;0.00289331
15 - 16;0.0125;0.015;0.009296827;0.009296827;0.009296827;0.009296827;0.009296827;0.00039048
16 - 17;0;0;0.00003977;0.00003977;0.00003977;0.00003977;0.00003977;0.00011931
17 - 18;0;0;3.98267E-05;3.98267E-05;3.98267E-05;3.98267E-05;3.98267E-05;0.00011948
18 - 19;0.0025;0;0.000864927;0.000864927;0.000864927;0.000864927;0.000864927;0.00009478
19 - 20;0;0;0.00003116;0.00003116;0.00003116;0.00003116;0.00003116;0.00009348
20 - 21;0;0;2.61933E-05;2.61933E-05;2.61933E-05;2.61933E-05;2.61933E-05;0.00007858
21 - 22;0;0;2.38933E-05;2.38933E-05;2.38933E-05;2.38933E-05;2.38933E-05;0.00007168
22 - 23;0;0;2.19267E-05;2.19267E-05;2.19267E-05;2.19267E-05;2.19267E-05;0.00006578
23 - 00;0;0;0.00001836;0.00001836;0.00001836;0.00001836;0.00001836;0.00005508
00 - 01;0;0;0.00002046;0.00002046;0.00002046;0.00002046;0.00002046;0.00006138
01 - 02;0;0;0.00002086;0.00002086;0.00002086;0.00002086;0.00002086;0.00006258
02 - 03;0;0;2.21267E-05;2.21267E-05;2.21267E-05;2.21267E-05;2.21267E-05;0.00006638
03 - 04;0;0;8.82667E-06;8.82667E-06;8.82667E-06;8.82667E-06;8.82667E-06;0.00002648
04 - 05;0;0;1.41267E-05;1.41267E-05;1.41267E-05;1.41267E-05;1.41267E-05;0.00004238
